仿真时间,探测时戳,批号,目标真实ID,雷达传感器ID,搭载实体ID,目标类型,目标位置_经,目标位置_纬,目标位置_高,目标速度_X,目标速度_Y,目标速度_Z,目标高度,目标航向,航迹状态,航迹质量,属性,机型,架次,航班
1567.6,1567.6,1006,811,13002,13002,3,120.0080568,-26.72998569,-202414.7475,270.5935052,102.4717468,79.23822351,1301.122118,0,1,0,,不明,1,1
1567.65,1567.65,1004,799,13058,13058,3,119.624436,-26.45999517,-123264.0098,-15.12854825,-165.7699287,249.582567,5003.766031,0,1,0,,不明,1,1
1567.7,1567.7,1001,817,13002,13002,3,119.5973899,-26.44354623,-222485.7227,271.1697296,97.07683468,83.92297605,2243.592594,0,1,0,,不明,1,1
1567.85,1567.85,1006,811,12981,12981,3,120.0077477,-26.7297448,-201415.986,270.5950237,102.4691072,79.23645114,2368.670084,0,1,0,,不明,1,1
1567.85,1567.85,1006,811,12988,12988,3,120.008799,-26.73039654,-198347.6007,270.5950237,102.4691072,79.23645114,5489.972149,0,1,0,,不明,1,1
1567.9,1567.9,1006,811,13009,13009,3,120.0073969,-26.72952008,-202158.5454,270.5953275,102.4685793,79.23609666,1619.631013,0,1,0,,不明,1,1
1567.9,1567.9,1001,817,13009,13009,3,119.5969385,-26.44321964,-222111.1739,271.1709281,97.0747161,83.921554,2669.105206,0,1,0,,不明,1,1
1567.9,1567.9,1006,811,13016,13016,3,120.0072524,-26.72941859,-202121.4267,270.5953275,102.4685793,79.23609666,1669.26956,0,1,0,,不明,1,1
1567.9,1567.9,1001,817,13016,13016,3,119.5970395,-26.44328883,-222043.8118,271.1709281,97.0747161,83.921554,2731.950526,0,1,0,,不明,1,1
1568.05,1568.05,1004,799,13030,13030,3,119.6242081,-26.45988582,-125276.1691,-15.12609302,-165.7742458,249.5798484,3032.06605,0,1,0,,不明,1,1
1568.05,1568.05,1004,799,13037,13037,3,119.6242924,-26.45994421,-125247.0779,-15.12609302,-165.7742458,249.5798484,3050.366911,0,1,0,,不明,1,1
1568.05,1568.05,1004,799,13044,13044,3,119.6243487,-26.45998454,-125278.2968,-15.12609302,-165.7742458,249.5798484,3017.955081,0,1,0,,不明,1,1
1568.05,1568.05,1005,805,13072,13072,3,119.64032,-26.47262728,-182116.873,269.8559019,122.495159,46.61253312,5231.96893,0,1,0,,不明,1,1
1568.3,1568.3,1002,793,13072,13072,3,120.058245,-26.76399521,-168296.0343,256.1782123,50.94586038,147.5711451,5003.683748,0,1,0,,不明,1,1
1568.4,1568.4,1005,805,13065,13065,3,119.6393419,-26.47194251,-182161.8262,269.8580153,122.4914327,46.61008989,5232.726645,0,1,0,,不明,1,1
1568.5,1568.5,1005,805,13079,13079,3,119.6389458,-26.47166522,-182182.1411,269.8586192,122.490368,46.60939183,5234.730628,0,1,0,,不明,1,1
1568.5,1568.5,1005,805,13086,13086,3,119.6390788,-26.47175828,-182174.2467,269.8586192,122.490368,46.60939183,5229.452836,0,1,0,,不明,1,1
1568.55,1568.55,1004,799,13023,13023,3,119.6254182,-26.46068671,-123363.2444,-15.12302399,-165.7796422,249.57645,5001.990553,0,1,0,,不明,1,1
1568.55,1568.55,1001,817,13072,13072,3,119.5960905,-26.4425612,-219669.3897,271.1748232,97.06783066,83.91693228,5254.215557,0,1,0,,不明,1,1
1568.6,1568.6,1002,793,13065,13065,3,120.0574586,-26.76345041,-168355.7656,256.1800539,50.94267788,147.5690468,5006.355832,0,1,0,,不明,1,1
1568.7,1568.7,1005,805,13030,13030,3,119.6382536,-26.47118476,-182375.9358,269.8598268,122.4882387,46.60799569,5081.625852,0,1,0,,不明,1,1
1568.7,1568.7,1005,805,13037,13037,3,119.6383129,-26.47122624,-182371.6032,269.8598268,122.4882387,46.60799569,5077.639974,0,1,0,,不明,1,1
1568.7,1568.7,1002,793,13058,13058,3,120.0572351,-26.76329554,-168372.2055,256.1806677,50.94161705,147.5683473,5007.110806,0,1,0,,不明,1,1
1568.7,1568.7,1004,799,13135,13135,3,119.6246827,-26.46025781,-126831.8069,-15.12210328,-165.7812611,249.5754304,1555.322397,0,1,0,,不明,1,1
1568.7,1568.7,1004,799,13142,13142,3,119.6256779,-26.46086904,-123369.7015,-15.12210328,-165.7812611,249.5754304,5000.97476,0,1,0,,不明,1,1
1568.75,1568.75,1002,793,13086,13086,3,120.0570706,-26.76318155,-168384.59,256.1809746,50.94108663,147.5679976,5007.865223,0,1,0,,不明,1,1
1568.75,1568.75,1002,793,13079,13079,3,120.0571553,-26.76324025,-168378.1727,256.1809746,50.94108663,147.5679976,5004.178919,0,1,0,,不明,1,1
1568.75,1568.75,1006,811,13072,13072,3,120.0062232,-26.72860859,-198491.2789,270.6004902,102.4596047,79.23007052,5488.233414,0,1,0,,不明,1,1
1568.75,1568.75,1001,817,13065,13065,3,119.5955111,-26.44215519,-219699.0419,271.1760216,97.06571204,83.9155102,5258.346211,0,1,0,,不明,1,1
1568.75,1568.75,1005,805,13093,13093,3,119.6363051,-26.46994207,-187211.3682,269.8601287,122.4877063,46.60764665,256.0117965,0,1,0,,不明,1,1
1568.85,1568.85,1005,805,13107,13107,3,119.6379003,-26.47093346,-182237.2802,269.8607325,122.4866417,46.60694858,5223.978151,0,1,0,,不明,1,1
1568.9,1568.9,1002,793,13030,13030,3,120.0565382,-26.7628347,-169283.0276,256.1818954,50.93949537,147.5669484,4131.724644,0,1,0,,不明,1,1
1568.9,1568.9,1002,793,13037,13037,3,120.0565473,-26.76284134,-169296.5886,256.1818954,50.93949537,147.5669484,4120.773231,0,1,0,,不明,1,1
1568.9,1568.9,1006,811,13065,13065,3,120.0056522,-26.7282124,-198528.8936,270.6014013,102.458021,79.22900707,5494.994516,0,1,0,,不明,1,1
1568.95,1568.95,1002,793,13044,13044,3,120.0564026,-26.76274054,-169283.8589,256.1822023,50.93896495,147.5665987,4143.79828,0,1,0,,不明,1,1
1569,1569,1006,811,13079,13079,3,120.0054831,-26.72809486,-198532.0805,270.6020086,102.4569651,79.2282981,5491.709911,0,1,0,,不明,1,1
1569,1569,1006,811,13086,13086,3,120.0054643,-26.72808185,-198533.997,270.6020086,102.4569651,79.2282981,5493.036981,0,1,0,,不明,1,1
1569.05,1569.05,1005,805,13114,13114,3,119.6358124,-26.46959731,-187242.4346,269.8619401,122.4845123,46.60555243,268.8679727,0,1,0,,不明,1,1
1569.1,1569.1,1003,781,13093,13093,3,119.5587187,-26.41604686,-209232.1207,250.565224,35.13054569,161.1921626,629.0781228,0,1,0,,不明,1,1
1569.15,1569.15,1003,781,13107,13107,3,119.5586331,-26.41597696,-208854.4882,250.5655258,35.13001365,161.1918095,1025.392276,0,1,0,,不明,1,1
1569.2,1569.2,1005,805,13023,13023,3,119.6368772,-26.47021687,-182273.3941,269.8628458,122.4829153,46.60450532,5236.089273,0,1,0,,不明,1,1
1569.25,1569.25,1003,781,13114,13114,3,119.5583733,-26.41580369,-209212.6717,250.5661293,35.12894957,161.1911032,677.2631199,0,1,0,,不明,1,1
1569.25,1569.25,1005,805,13142,13142,3,119.6366942,-26.47008886,-182286.2076,269.8631477,122.482383,46.60415628,5237.347031,0,1,0,,不明,1,1
1569.3,1569.3,1005,805,13135,13135,3,119.6363468,-26.46987249,-183354.1489,269.8634496,122.4818506,46.60380725,4182.000533,0,1,0,,不明,1,1
1569.35,1569.35,1001,817,13093,13093,3,119.5929967,-26.44050121,-223988.9477,271.1796167,97.05935614,83.91124391,1022.721599,0,1,0,,不明,1,1
1569.4,1569.4,1001,817,13107,13107,3,119.5934709,-26.44072622,-219822.9048,271.1799163,97.05882648,83.91088838,5249.991558,0,1,0,,不明,1,1
1569.45,1569.45,1002,793,13023,13023,3,120.0553142,-26.76196485,-168528.4178,256.1852714,50.93366075,147.5631014,5011.390286,0,1,0,,不明,1,1
1569.5,1569.5,1001,817,13114,13114,3,119.592695,-26.44028776,-223924.9289,271.1805155,97.05776716,83.91017733,1112.061358,0,1,0,,不明,1,1
1569.55,1569.55,1006,811,13023,13023,3,120.0038494,-26.72696112,-198637.2643,270.6053489,102.4511579,79.22439874,5499.280224,0,1,0,,不明,1,1
1569.55,1569.55,1002,793,13135,13135,3,120.0549808,-26.7617646,-169751.7419,256.1858853,50.9325999,147.5624019,3787.744685,0,1,0,,不明,1,1
1569.55,1569.55,1002,793,13142,13142,3,120.0550739,-26.76179838,-168546.955,256.1858853,50.9325999,147.5624019,5012.021005,0,1,0,,不明,1,1
1569.65,1569.65,1004,799,13121,13121,3,119.6264632,-26.4614231,-123497.5612,-15.11627209,-165.7915139,249.5689729,5010.944462,0,1,0,,不明,1,1
1569.65,1569.65,1004,799,13128,13128,3,119.6262754,-26.46134235,-125529.4328,-15.11627209,-165.7915139,249.5689729,2967.628243,0,1,0,,不明,1,1
1569.9,1569.9,1006,811,13093,13093,3,120.0027221,-26.72630037,-203400.9018,270.6074745,102.4474624,79.2219173,714.9552695,0,1,0,,不明,1,1
1569.95,1569.95,1006,811,13107,13107,3,120.0026768,-26.72614492,-198618.5753,270.6077782,102.4469345,79.22156281,5557.544844,0,1,0,,不明,1,1
1570,1570,1002,793,13093,13093,3,120.0539723,-26.76116004,-173494.6455,256.1886473,50.92782609,147.5592543,152.641702,0,1,0,,不明,1,1
1570,1570,1006,811,13114,13114,3,120.0025779,-26.72619709,-203285.6077,270.6080818,102.4464066,79.22120831,839.2462167,0,1,0,,不明,1,1
1570.1,1570.1,1002,793,13107,13107,3,120.0536897,-26.76083879,-168632.6102,256.1892611,50.92676524,147.5585548,5006.4392,0,1,0,,不明,1,1
1570.2,1570.2,1002,793,13114,13114,3,120.0538478,-26.7610718,-173428.2957,256.1898749,50.92570438,147.5578553,218.320345,0,1,0,,不明,1,1
1575.75,1575.75,1006,811,12924,12924,3,119.9850717,-26.71397277,-201605.1177,270.6429909,102.3856904,79.18043862,3423.931761,0,1,0,,不明,1,1
1575.8,1575.8,1004,799,13114,13114,3,119.6314059,-26.46502028,-128684.3642,-15.07852214,-165.857879,249.5271571,361.1663943,0,1,0,,不明,1,1
1575.8,1575.8,1004,799,13107,13107,3,119.6324464,-26.46563786,-124219.1849,-15.07852214,-165.857879,249.5271571,4985.22681,0,1,0,,不明,1,1
1575.85,1575.85,1004,799,13093,13093,3,119.6315086,-26.4650897,-128579.2634,-15.07821523,-165.8584185,249.5268171,485.4819439,0,1,0,,不明,1,1
1576.05,1576.05,1002,793,12903,12903,3,120.038244,-26.75013346,-169761.3606,256.2257705,50.86364264,147.5169292,5016.533822,0,1,0,,不明,1,1
1576.05,1576.05,1002,793,12910,12910,3,120.0381882,-26.75012536,-170956.5575,256.2257705,50.86364264,147.5169292,3778.065276,0,1,0,,不明,1,1
1576.05,1576.05,1002,793,12917,12917,3,120.0381882,-26.75013476,-171323.8674,256.2257705,50.86364264,147.5169292,3396.41143,0,1,0,,不明,1,1
1576.05,1576.05,1001,817,12924,12924,3,119.5734693,-26.42674473,-222259.1258,271.2197477,96.98837672,83.86359908,3851.276188,0,1,0,,不明,1,1
1576.25,1576.25,1005,805,12917,12917,3,119.6152122,-26.45506434,-184044.6706,269.9053978,122.4078485,46.55528841,4461.017815,0,1,0,,不明,1,1
1576.25,1576.25,1005,805,12910,12910,3,119.6154296,-26.45520653,-183640.1893,269.9053978,122.4078485,46.55528841,4883.618008,0,1,0,,不明,1,1
1576.25,1576.25,1004,799,12995,12995,3,119.632887,-26.46595893,-124698.2766,-15.0757599,-165.8627344,249.5240966,4551.534209,0,1,0,,不明,1,1
1576.3,1576.3,1004,799,13002,13002,3,119.6325994,-26.46577215,-125293.8601,-15.07545299,-165.8632739,249.5237565,3949.106004,0,1,0,,不明,1,1
1576.35,1576.35,1006,811,12910,12910,3,119.9828009,-26.71241303,-202400.0296,270.6466325,102.3793544,79.17618406,2717.23908,0,1,0,,不明,1,1
1576.4,1576.4,1006,811,12903,12903,3,119.9835503,-26.71286565,-199740.059,270.6469359,102.3788264,79.17582951,5485.74101,0,1,0,,不明,1,1
1576.4,1576.4,1006,811,12917,12917,3,119.9827551,-26.71238898,-202702.8067,270.6469359,102.3788264,79.17582951,2411.430186,0,1,0,,不明,1,1
1576.5,1576.5,1004,799,13016,13016,3,119.6328576,-26.46595955,-125544.0097,-15.07422533,-165.8654319,249.5223963,3714.266796,0,1,0,,不明,1,1
1576.5,1576.5,1004,799,13009,13009,3,119.6327186,-26.46586293,-125577.7995,-15.07422533,-165.8654319,249.5223963,3683.131669,0,1,0,,不明,1,1
1576.6,1576.6,1001,817,12910,12910,3,119.5716787,-26.42549785,-222672.6945,271.2230408,96.98254962,83.85968756,3526.080868,0,1,0,,不明,1,1
1576.65,1576.65,1001,817,12903,12903,3,119.5720035,-26.425683,-221013.7201,271.2233402,96.98201988,83.85933197,5256.784982,0,1,0,,不明,1,1
1576.65,1576.65,1001,817,12917,12917,3,119.5715869,-26.42544159,-222989.5392,271.2233402,96.98201988,83.85933197,3202.082154,0,1,0,,不明,1,1
1576.9,1576.9,1002,793,12995,12995,3,120.0363187,-26.74879819,-169878.1855,256.2309844,50.85462481,147.5109818,5059.332088,0,1,0,,不明,1,1
1576.9,1576.9,1004,799,13072,13072,3,119.6333435,-26.46626993,-124332.239,-15.07177,-165.8697477,249.5196757,5005.017236,0,1,0,,不明,1,1
1577,1577,1002,793,12974,12974,3,120.0359033,-26.7485113,-169952.8879,256.2315978,50.85356388,147.5102821,5009.627012,0,1,0,,不明,1,1
1577,1577,1005,805,12995,12995,3,119.6130671,-26.45354204,-183375.7748,269.9099228,122.3998619,46.55005227,5262.804228,0,1,0,,不明,1,1
1577,1577,1002,793,12938,12938,3,120.0361938,-26.74871314,-169949.7236,256.2315978,50.85356388,147.5102821,5003.594405,0,1,0,,不明,1,1
1577,1577,1002,793,13002,13002,3,120.0348617,-26.74787857,-173506.6431,256.2315978,50.85356388,147.5102821,1366.957037,0,1,0,,不明,1,1
1577.05,1577.05,1002,793,12931,12931,3,120.0358376,-26.74846594,-169962.8922,256.2319045,50.85303342,147.5099322,5006.536202,0,1,0,,不明,1,1
1577.05,1577.05,1005,805,12938,12938,3,119.6130118,-26.45350421,-183414.3174,269.9102245,122.3993295,46.54970319,5229.931104,0,1,0,,不明,1,1
1577.1,1577.1,1005,805,13002,13002,3,119.6117627,-26.45270033,-186251.2738,269.9105261,122.398797,46.54935411,2332.891292,0,1,0,,不明,1,1
1577.1,1577.1,1005,805,12931,12931,3,119.6128452,-26.45338752,-183421.5227,269.9105261,122.398797,46.54935411,5230.012459,0,1,0,,不明,1,1
1577.35,1577.35,1002,793,13016,13016,3,120.0340233,-26.74729389,-173435.0361,256.2337446,50.84985063,147.507833,1521.865468,0,1,0,,不明,1,1
1577.35,1577.35,1005,805,13016,13016,3,119.6112162,-26.45231231,-186073.064,269.9120344,122.3961348,46.54760871,2553.096965,0,1,0,,不明,1,1
1577.35,1577.35,1002,793,13009,13009,3,120.0339407,-26.74723754,-173476.3453,256.2337446,50.84985063,147.507833,1482.46405,0,1,0,,不明,1,1
1577.35,1577.35,1005,805,13009,13009,3,119.611071,-26.45221184,-186129.2045,269.9120344,122.3961348,46.54760871,2502.109974,0,1,0,,不明,1,1
1577.4,1577.4,1006,811,12974,12974,3,119.9807347,-26.7109102,-199900.7251,270.6530047,102.3682661,79.16873842,5480.485321,0,1,0,,不明,1,1
1577.4,1577.4,1006,811,12938,12938,3,119.9808014,-26.71095657,-199897.9452,270.6530047,102.3682661,79.16873842,5481.692228,0,1,0,,不明,1,1
1577.4,1577.4,1006,811,12931,12931,3,119.9804081,-26.71068312,-199909.2729,270.6530047,102.3682661,79.16873842,5486.767329,0,1,0,,不明,1,1
1577.4,1577.4,1002,793,12988,12988,3,120.0350758,-26.74793803,-170027.1074,256.2340513,50.84932017,147.5074832,5003.07366,0,1,0,,不明,1,1
1577.5,1577.5,1001,817,12931,12931,3,119.5695284,-26.4239483,-221157.0784,271.2284292,96.97301424,83.85328678,5254.741425,0,1,0,,不明,1,1
1577.5,1577.5,1001,817,12938,12938,3,119.5698353,-26.4241636,-221147.7395,271.2284292,96.97301424,83.85328678,5250.40065,0,1,0,,不明,1,1
1577.55,1577.55,1006,811,12995,12995,3,119.9801527,-26.71050489,-199889.413,270.6539149,102.3666821,79.16767474,5522.452603,0,1,0,,不明,1,1
1577.55,1577.55,1004,799,13065,13065,3,119.6341709,-26.46685205,-124405.2693,-15.06778008,-165.8767608,249.5152545,5001.674704,0,1,0,,不明,1,1
1577.55,1577.55,1004,799,13079,13079,3,119.6341453,-26.4668341,-124406.1413,-15.06778008,-165.8767608,249.5152545,5001.673352,0,1,0,,不明,1,1
1577.6,1577.6,1004,799,13086,13086,3,119.6341484,-26.46683645,-124413.2091,-15.06747316,-165.8773003,249.5149144,5002.732243,0,1,0,,不明,1,1
1577.65,1577.65,1001,817,12995,12995,3,119.5691645,-26.42368955,-221034.8513,271.2293272,96.97142499,83.85221997,5401.877691,0,1,0,,不明,1,1
1577.65,1577.65,1006,811,13002,13002,3,119.9783044,-26.70932474,-203992.385,270.6545218,102.3656261,79.16696562,1361.008972,0,1,0,,不明,1,1
1577.7,1577.7,1001,817,13002,13002,3,119.5679106,-26.42288706,-224058.727,271.2296265,96.97089524,83.85186436,2322.072994,0,1,0,,不明,1,1
1577.7,1577.7,1004,799,13058,13058,3,119.6342602,-26.46691513,-124424.5136,-15.06685933,-165.8783792,249.5142342,5002.744829,0,1,0,,不明,1,1
1577.85,1577.85,1006,811,12988,12988,3,119.9792468,-26.70987665,-199977.7283,270.6557354,102.363514,79.16554737,5483.88203,0,1,0,,不明,1,1
1577.9,1577.9,1006,811,13016,13016,3,119.9777213,-26.70891064,-203676.3341,270.6560388,102.3629859,79.16519281,1738.244066,0,1,0,,不明,1,1
1577.9,1577.9,1001,817,13016,13016,3,119.5674708,-26.42256663,-223612.6922,271.2308239,96.96877623,83.85044194,2820.522618,0,1,0,,不明,1,1
1577.9,1577.9,1006,811,13009,13009,3,119.97782,-26.70898044,-203717.5168,270.6560388,102.3629859,79.16519281,1687.677559,0,1,0,,不明,1,1
1577.9,1577.9,1001,817,13009,13009,3,119.5674259,-26.42253671,-223676.9695,271.2308239,96.96877623,83.85044194,2756.453218,0,1,0,,不明,1,1
1578.05,1578.05,1004,799,13030,13030,3,119.6339415,-26.46674201,-126429.6623,-15.0647109,-165.8821554,249.5118534,3034.790693,0,1,0,,不明,1,1
1578.05,1578.05,1004,799,13037,13037,3,119.6339678,-26.46675992,-126409.2174,-15.0647109,-165.8821554,249.5118534,3052.636772,0,1,0,,不明,1,1
1578.05,1578.05,1005,805,13072,13072,3,119.6099095,-26.45133099,-183558.3278,269.9162573,122.3886804,46.54272157,5227.207456,0,1,0,,不明,1,1
1578.1,1578.1,1004,799,13044,13044,3,119.6340245,-26.46680062,-126445.5082,-15.06440398,-165.8826949,249.5115133,3021.713278,0,1,0,,不明,1,1
1578.3,1578.3,1002,793,13072,13072,3,120.0327522,-26.74632714,-170199.1015,256.2395713,50.83977174,147.5011855,5002.928038,0,1,0,,不明,1,1
1578.4,1578.4,1005,805,13065,13065,3,119.6087747,-26.45053599,-183612.5851,269.9183687,122.3849532,46.54027797,5230.886015,0,1,0,,不明,1,1
1578.5,1578.5,1005,805,13086,13086,3,119.6084497,-26.45030833,-183628.0411,269.9189719,122.3838882,46.5395798,5232.082249,0,1,0,,不明,1,1
1578.5,1578.5,1005,805,13079,13079,3,119.60852,-26.45035757,-183624.0212,269.9189719,122.3838882,46.5395798,5229.030065,0,1,0,,不明,1,1
1578.55,1578.55,1001,817,13072,13072,3,119.5665059,-26.42182966,-221328.2273,271.234715,96.9618894,83.84581901,5253.230671,0,1,0,,不明,1,1
1578.6,1578.6,1004,799,13023,13023,3,119.635179,-26.4675621,-124526.5718,-15.0613348,-165.8880894,249.5081121,5002.206424,0,1,0,,不明,1,1
1578.6,1578.6,1002,793,13065,13065,3,120.0319387,-26.74576321,-170259.9826,256.2414112,50.83658891,147.4990862,5006.172589,0,1,0,,不明,1,1
1578.7,1578.7,1005,805,13030,13030,3,119.6078193,-26.44986817,-183715.7242,269.9201784,122.3817584,46.53818346,5182.147255,0,1,0,,不明,1,1
1578.7,1578.7,1005,805,13037,13037,3,119.6078658,-26.44990056,-183706.5129,269.9201784,122.3817584,46.53818346,5178.332586,0,1,0,,不明,1,1
1578.7,1578.7,1001,817,13065,13065,3,119.565994,-26.42147093,-221359.3348,271.2356129,96.96030012,83.84475217,5258.873974,0,1,0,,不明,1,1
1578.7,1578.7,1002,793,13058,13058,3,120.031649,-26.74556237,-170281.5711,256.2420245,50.83552797,147.4983864,5009.00284,0,1,0,,不明,1,1
1578.7,1578.7,1004,799,13142,13142,3,119.6351828,-26.46756524,-124547.0126,-15.06072096,-165.8891683,249.5074318,5003.436567,0,1,0,,不明,1,1
1578.7,1578.7,1005,805,13093,13093,3,119.6059977,-26.44871525,-188615.3015,269.9201784,122.3817584,46.53818346,278.5433195,0,1,0,,不明,1,1
1578.75,1578.75,1002,793,13079,13079,3,120.0315706,-26.74550794,-170287.0394,256.2423311,50.83499749,147.4980365,5006.836979,0,1,0,,不明,1,1
1578.75,1578.75,1006,811,13072,13072,3,119.976646,-26.70807005,-200120.2206,270.6611965,102.3540095,79.15916517,5482.260481,0,1,0,,不明,1,1
1578.75,1578.75,1002,793,13086,13086,3,120.0316345,-26.7455523,-170282.3514,256.2423311,50.83499749,147.4980365,5003.939327,0,1,0,,不明,1,1
1578.75,1578.75,1004,799,13135,13135,3,119.634483,-26.4671603,-127963.3695,-15.06041404,-165.8897077,249.5070917,1585.394601,0,1,0,,不明,1,1
1578.8,1578.8,1005,805,13107,13107,3,119.6075852,-26.44970296,-183678.2578,269.9207816,122.3806934,46.53748528,5215.972713,0,1,0,,不明,1,1
1578.85,1578.85,1006,811,13065,13065,3,119.9761781,-26.7077452,-200153.0059,270.6618033,102.3529534,79.15845603,5490.424692,0,1,0,,不明,1,1
1578.9,1578.9,1002,793,13030,13030,3,120.0309964,-26.74512945,-171092.087,256.243251,50.83340607,147.4969868,4236.091574,0,1,0,,不明,1,1
1578.9,1578.9,1002,793,13037,13037,3,120.0310339,-26.74515569,-171098.0631,256.243251,50.83340607,147.4969868,4224.812342,0,1,0,,不明,1,1
1578.95,1578.95,1002,793,13044,13044,3,120.030956,-26.74510078,-171068.9379,256.2435577,50.8328756,147.4966369,4246.796226,0,1,0,,不明,1,1
1578.95,1578.95,1006,811,13079,13079,3,119.975997,-26.70761927,-200157.4103,270.6624101,102.3518973,79.15774688,5487.95773,0,1,0,,不明,1,1
1578.95,1578.95,1006,811,13086,13086,3,119.9760875,-26.70768205,-200148.6313,270.6624101,102.3518973,79.15774688,5481.51146,0,1,0,,不明,1,1
1579,1579,1005,805,13114,13114,3,119.6054675,-26.44834407,-188650.0274,269.921988,122.3785635,46.53608893,288.5376261,0,1,0,,不明,1,1
1579.05,1579.05,1003,781,13093,13093,3,119.5344414,-26.39903526,-211133.8553,250.6252511,35.02466633,161.1218677,669.4282928,0,1,0,,不明,1,1
1579.15,1579.15,1005,805,13023,13023,3,119.6066036,-26.44901469,-183702.2017,269.9228928,122.3769661,46.53504166,5231.497226,0,1,0,,不明,1,1
1579.15,1579.15,1003,781,13107,13107,3,119.5342387,-26.39888352,-210774.9237,250.6258541,35.02360218,161.1211611,1055.587343,0,1,0,,不明,1,1
1579.25,1579.25,1003,781,13114,13114,3,119.5339857,-26.3987147,-211122.5634,250.6264571,35.02253802,161.1204544,717.301507,0,1,0,,不明,1,1
1579.25,1579.25,1005,805,13135,13135,3,119.6060356,-26.44864231,-184728.0428,269.923496,122.3759012,46.53434348,4246.168883,0,1,0,,不明,1,1
1579.25,1579.25,1005,805,13142,13142,3,119.60633,-26.44882276,-183706.5366,269.923496,122.3759012,46.53434348,5230.606514,0,1,0,,不明,1,1
1579.3,1579.3,1001,817,13093,13093,3,119.563659,-26.41994019,-225590.0425,271.2392045,96.95394295,83.84048476,1059.075425,0,1,0,,不明,1,1
1579.35,1579.35,1001,817,13107,13107,3,119.5641559,-26.42018077,-221400.4528,271.2395038,96.95341318,83.84012914,5312.912922,0,1,0,,不明,1,1
1579.45,1579.45,1002,793,13023,13023,3,120.0298407,-26.74430841,-170406.3161,256.2466239,50.82757084,147.493138,5007.777728,0,1,0,,不明,1,1
1579.45,1579.45,1001,817,13114,13114,3,119.5633562,-26.41972591,-225526.9377,271.2401024,96.95235364,83.8394179,1146.185951,0,1,0,,不明,1,1
1579.5,1579.5,1002,793,13142,13142,3,120.0297118,-26.74421883,-170409.0055,256.2469306,50.82704037,147.4927881,5007.35058,0,1,0,,不明,1,1
1579.55,1579.55,1002,793,13135,13135,3,120.0294421,-26.74406134,-171576.1089,256.2472372,50.82650989,147.4924382,3867.389227,0,1,0,,不明,1,1
1579.65,1579.65,1004,799,13121,13121,3,119.6361859,-26.4682712,-124645.2441,-15.05488948,-165.8994175,249.5009691,5002.813658,0,1,0,,不明,1,1
1579.7,1579.7,1004,799,13128,13128,3,119.6361947,-26.46832687,-126615.6155,-15.05458256,-165.8999569,249.5006289,3048.972493,0,1,0,,不明,1,1
1579.85,1579.85,1006,811,13093,13093,3,119.9731911,-26.70579177,-205006.7354,270.6678706,102.3423926,79.15136451,731.4375756,0,1,0,,不明,1,1
1579.9,1579.9,1006,811,13107,13107,3,119.9731901,-26.70567009,-200336.8407,270.6681739,102.3418646,79.15100993,5455.694051,0,1,0,,不明,1,1
1579.9,1579.9,1002,793,13093,13093,3,120.0285251,-26.74352122,-175367.5595,256.2493835,50.82279654,147.4899889,164.7732383,0,1,0,,不明,1,1
1580,1580,1006,811,13114,13114,3,119.9729066,-26.70559103,-204902.0174,270.6687806,102.3408085,79.15030077,853.5138897,0,1,0,,不明,1,1
1580.05,1580.05,1002,793,13107,13107,3,120.0282798,-26.74322651,-170534.627,256.2503033,50.8212051,147.4889392,5000.018084,0,1,0,,不明,1,1
1580.15,1580.15,1002,793,13114,13114,3,120.0282971,-26.74336136,-175314.4535,256.2509165,50.82014414,147.4882393,229.6795683,0,1,0,,不明,1,1
1585.75,1585.75,1006,811,12924,12924,3,119.955447,-26.69339102,-203217.5459,270.7036554,102.2800794,79.10952097,3440.46539,0,1,0,,不明,1,1
1585.8,1585.8,1004,799,13114,13114,3,119.6410873,-26.47183973,-129869.7982,-15.0171377,-165.9657597,249.4591193,330.4868,0,1,0,,不明,1,1
1585.8,1585.8,1004,799,13107,13107,3,119.6421763,-26.47249046,-125377.1594,-15.0171377,-165.9657597,249.4591193,4984.38868,0,1,0,,不明,1,1
1585.85,1585.85,1004,799,13093,13093,3,119.6412216,-26.47193143,-129770.4817,-15.01683077,-165.966299,249.4587789,450.0115187,0,1,0,,不明,1,1
1586.05,1586.05,1001,817,12924,12924,3,119.5441581,-26.4061938,-223871.8415,271.2795946,96.88241945,83.7924718,3884.233914,0,1,0,,不明,1,1
1586.1,1586.1,1002,793,12910,12910,3,120.0126198,-26.73239693,-172866.7481,256.287392,50.75701498,147.4465942,3784.64406,0,1,0,,不明,1,1
1586.1,1586.1,1002,793,12903,12903,3,120.0128337,-26.73251537,-171685.6497,256.287392,50.75701498,147.4465942,5007.769416,0,1,0,,不明,1,1
1586.1,1586.1,1002,793,12917,12917,3,120.0125331,-26.73234595,-173231.1435,256.287392,50.75701498,147.4465942,3403.96066,0,1,0,,不明,1,1
1586.25,1586.25,1005,805,12910,12910,3,119.584708,-26.4336783,-185012.9377,269.9657044,122.3013478,46.48546834,4951.841372,0,1,0,,不明,1,1
1586.25,1586.25,1004,799,12995,12995,3,119.6426106,-26.47279557,-125399.3404,-15.01437533,-165.9706135,249.4560562,5020.354131,0,1,0,,不明,1,1
